Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data
00014,="12:32:23.289",0x4789406,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00015,="12:32:23.378",0x47897E1,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B F8 00 07 
00016,="12:32:23.378",0x47897E7,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00017,="12:32:23.378",0x47897ED,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00018,="12:32:23.499",0x4789BC8,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4A F9 00 07 
00019,="12:32:23.499",0x4789BCE,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00020,="12:32:23.499",0x4789BD4,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00021,="12:32:23.589",0x4789FAF,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B F9 00 07 
00022,="12:32:23.589",0x4789FB5,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00023,="12:32:23.589",0x4789FBB,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00024,="12:32:23.679",0x478A396,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4A FA 00 07 
00025,="12:32:23.679",0x478A39C,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00026,="12:32:23.679",0x478A3A2,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00027,="12:32:23.798",0x478A77D,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B FA 00 07 
00028,="12:32:23.798",0x478A782,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00029,="12:32:23.798",0x478A788,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00030,="12:32:23.889",0x478AB64,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B FA 00 07 
00031,="12:32:23.889",0x478AB6A,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00032,="12:32:23.889",0x478AB70,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00033,="12:32:23.978",0x478AF4B,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B FA 00 07 
00034,="12:32:23.978",0x478AF51,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00035,="12:32:23.978",0x478AF57,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00036,="12:32:24.099",0x478B332,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4A FA 00 07 
00037,="12:32:24.099",0x478B337,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00038,="12:32:24.099",0x478B33D,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00039,="12:32:24.190",0x478B719,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B DF 00 07 
00040,="12:32:24.190",0x478B71E,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00041,="12:32:24.190",0x478B724,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00042,="12:32:24.278",0x478BB00,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B BE 00 07 
00043,="12:32:24.278",0x478BB05,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 04 00 00 00 00 00 00 00 
00044,="12:32:24.278",0x478BB0B,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00045,="12:32:24.399",0x478BEE6,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B 97 00 07 
00046,="12:32:24.399",0x478BEEC,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 24 00 00 00 00 00 00 00 
00047,="12:32:24.399",0x478BEF2,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
00048,="12:32:24.490",0x478C2CD,ch1,Receive,0x18E1272F,Data,Extended,0x08,x| 01 00 00 F0 4B 6A 00 07 
00049,="12:32:24.490",0x478C2D3,ch1,Receive,0x18E3272F,Data,Extended,0x08,x| 24 00 00 00 00 00 00 00 
00050,="12:32:24.490",0x478C2D9,ch1,Receive,0x18E2272F,Data,Extended,0x08,x| 00 FF FF FF FF FF FF FF 
